id,competitor,country,title,description,bonus_amount,bonus_type,conditions,wagering,valid_until,url,scraped_at,hash_id,created_at
437,1xBet,QA,Deposit Bonus,Register and receive a bonus on the 1st deposit. Place bets on English Premier League matches to get free bets.,,Deposit Bonus,"Available for new registrations, valid for first deposit only. Must place bets on English Premier League matches to qualify for free bets.",,,https://www.1xbet.com,2025-10-14T13:48:18.546975,896558004893196043,2025-10-14 12:06:27
441,1xBet,QA,Deposit Bonus,Register and receive a bonus on the 1st deposit. Place bets on English Premier League matches to get free bets.,,Deposit Bonus,Available for new players on first deposit. Must place bets on English Premier League matches.,,,https://1xbet.com,2025-10-14T13:48:07.624772,-76448555010190538,2025-10-14 12:06:27
444,1xBet,QA,Found 'bonus' on page,bonus points! take part star league bet on champions league stars and win 70 000 usd! take part the first deposit bonus register and receive a bonus,70000 USD,Tournament,First deposit bonus required to take part in the tournament,,,https://1xbet.com,2025-10-14T13:48:07.624772,8449813515208568036,2025-10-14 12:06:27
442,1xBet,QA,Found 'free spins' on page,Free spins register hyper bonus win and get a guaranteed bonus of up to 250%! Take part no risk bet did your bet lose? Get a refund! Place a bet 1xpun,Up to 250%,Free Spins,No risk bet with refund if bet loses,,,https://1xbet.com,2025-10-14T13:48:07.624772,-9023779250311120238,2025-10-14 12:06:27
443,1xBet,QA,welcome package,"welcome package up to €1,500 + 150 free spins register hyper bonus win and get a guaranteed bonus of up to 250%! take part no risk bet did your bet lo","up to €1,500 + 150 free spins",Welcome Bonus,Includes a guaranteed bonus of up to 250% and a 'no risk bet' feature,,,https://1xbet.com,2025-10-14T13:48:07.624772,-8793172070531210409,2025-10-14 12:06:27
425,JustCasino,QA,Deposit Bonus,"Deposit bonus 100% up to $1,111 +100 free spins no bonus code required because space is full of surprises sign up second deposit bonus 100% up to $1,1","100% up to $1,111 + 100 free spins",Deposit Bonus,"No bonus code required, applies to first and second deposit",,,https://www.justcasino.com,2025-10-14T13:54:07.270470,-1461192784125778974,2025-10-14 12:06:27
407,JustCasino,QA,Deposit Bonus,"Deposit bonus 100% up to $1,111 + 100 free spins no bonus code required because space is full of surprises. Sign up second deposit bonus 100% up to $1,1","100% up to $1,111 + 100 free spins",Deposit Bonus,No bonus code required. Appears to be a first deposit bonus with mention of a second deposit bonus.,,,https://justcasino.com/offers,2025-10-14T13:54:45.684786,6641038697011744596,2025-10-14 12:06:27
423,JustCasino,QA,Found 'bonus' on page,"bonus 100% up to $1,111 +100 free spins no bonus code required because space is full of surprises sign up second deposit bonus 100% up to $1,111 +50 free spins","100% up to $1,111 + 100 Free Spins",Welcome Bonus,"No bonus code required. Appears to be a welcome offer covering first and second deposit (second deposit: 100% up to $1,111 +50 free spins).",,,https://justcasino.com,2025-10-14T13:54:21.298539,1082447355433621544,2025-10-14 12:06:27
420,JustCasino,QA,Found 'free spins' on page,free spins nothing but casino join now! huge selection over 12 000 games 24hr support live chat in english no waiting fast withdrawals games see all p,,Free Spins,No specific conditions mentioned beyond free spins offer,,,https://justcasino.com,2025-10-14T13:54:21.298539,-2444341391677136061,2025-10-14 12:06:27
421,JustCasino,QA,Found 'jackpot' on page,"jackpots ar-en en-au ca-en nz ar-en ar de at-de ch-de ch-fr no fi $7,777 + 300 free spins nothing but casino join now! huge selection over 12 000 game","$7,777 + 300 free spins",Jackpot,"Targeted for multiple regions (ar-en, en-au, ca-en, nz, ar, de, at-de, ch-de, ch-fr, no, fi)",,,https://justcasino.com,2025-10-14T13:54:21.298539,-6660650676768116248,2025-10-14 12:06:27
434,JustCasino,QA,Found 'welcome' on page,"welcome offer $7,777 + 300 free spins join now! first deposit bonus 100% up to $1,111 +100 free spins no bonus code required because space is full of","$7,777 + 300 Free Spins and 100% up to $1,111 + 100 Free Spins",Welcome Bonus,No bonus code required. Appears to be a combined welcome offer with a first deposit bonus.,,,https://justcasino.com,2025-10-14T13:53:54.437958,-7888122368219879762,2025-10-14 12:06:27
393,JustCasino,QA,Second Deposit Bonus,"100% bonus up to $1,111 + 100 free spins. No bonus code required because space is full of surprises. Sign up second deposit bonus 100% up to $1,111 +50 free spins","100% up to $1,111 + 100 free spins",Deposit Bonus,No bonus code required. Appears to be for second deposit.,,,https://www.justcasino.com,2025-10-14T13:55:13.301652,-5188091451956929726,2025-10-14 12:06:27
364,JustCasino,QA,Tournament Promotion,"Join the tournament with payments deal promo featuring just jackpots. Available for multiple regions including ar-en, en-au, ca-en, nz, ar-en, ar, de, at-de, ch-de, ch-fr, no, fi","$7,777 + 300 free spins",Tournament,Available at Nothing But Casino for specified regions,,,https://www.justcasino.com/welcome-bonus,2025-10-14T13:56:02.057258,-868822236994313264,2025-10-14 12:06:27
392,JustCasino,QA,"welcome offer $7,777 + 300 free spins","welcome offer $7,777 + 300 free spins join now! first deposit bonus 100% up to $1,111 +100 free spins no bonus code required because space is full of","$7,777 + 300 Free Spins and 100% up to $1,111 + 100 Free Spins",Welcome Bonus,No bonus code required. Appears to be a combined welcome offer.,,,https://www.justcasino.com,2025-10-14T13:55:13.301652,1396240465434806707,2025-10-14 12:06:27
445,LuckyDreams,QA,Deposit Bonus,"First deposit bonus 100% up to $1,111 + 100 free spins no bonus code required. Second deposit bonus 100% up to $1,111 + 50 free spins with promo code.","100% up to $1,111 + 100 Free Spins / 100% up to $1,111 + 50 Free Spins",Deposit Bonus,No bonus code required for first bonus. Promo code required for second bonus.,,,https://www.luckydreams.com/welcome-bonus,2025-10-14T13:47:40.544121,6825297635793509314,2025-10-14 12:06:27
446,LuckyDreams,QA,Found 'free spins' on page,free spins join now! only takes a minute we’ve got a vast game selection view all play now top gates of olympus play now book of dead play now top wan,,Free Spins,Free spins promotion with vast game selection including Gates of Olympus and Book of Dead,,,https://www.luckydreams.com/welcome-bonus,2025-10-14T13:47:40.544121,7238964690812548877,2025-10-14 12:06:27
