id,competitor,country,title,description,bonus_amount,bonus_type,conditions,wagering,valid_until,url,scraped_at,hash_id,created_at
1599,casino777,CH,First Deposit Bonus,"If you choose this bonus on your first deposit, we will double your amount up to CHF 777 with a bonus",Up to CHF 777,Deposit Bonus,Available on first deposit only,,,https://www.casino777.ch/en/bonus-information,2025-10-18T10:30:49.192019,-2947094845803746781,2025-10-18 08:42:06
1600,casino777,CH,Welcome Bonus +100 Free Spins,Welcome bonus up to CHF 777 + 100 free spins. Register now at online casino Switzerland. Bonus information examples.,Up to CHF 777 + 100 Free Spins,Welcome Bonus,Must register to claim the offer,,,https://www.casino777.ch/en/bonus-information,2025-10-18T10:30:49.192019,7783408598126070868,2025-10-18 08:42:06
1576,gamdom,CH,Casino King of the Hill,"Points system — the more risk you take, the more points you can earn. Learn more. Monthly prize pool of $1,000,000.","$1,000,000",Tournament,Earn points based on the amount of risk you take. The promotion features a monthly prize pool.,,,https://gamdom.com/promotions,2025-10-18T10:35:16.144649,-2275414547292702410,2025-10-18 08:42:06
1571,gamdom,CH,Found 'free spins' on page,"Free spins, cashback or special deposit bonuses – ideal for regular customers from Switzerland. VIP level reward redemption bronze free spins, exclusive",,Free Spins,"VIP level bronze reward redemption, exclusive for regular customers from Switzerland",,,https://gamdom.ch/,2025-10-18T10:35:29.604855,-7731431656063736234,2025-10-18 08:42:06
1578,gamdom,CH,Found 'jackpot' on page,"Jackpot hunt ready to chase some life-changing prizes? When you play any Penguin King games, you'll get to enjoy our exclusive Gamdom progressive jackpot.",,Jackpot,Must play Penguin King games to participate in the progressive jackpot,,,https://gamdom.com/promotions,2025-10-18T10:35:16.144649,-4816704757695341461,2025-10-18 08:42:06
1577,gamdom,CH,Tournament,"Tournaments running until September 24th! Battle for daily cash prizes and random drops worth up to €350,000 monthly from a massive $4,000,000 total prize pool.","$4,000,000 total prize pool",Tournament,"Daily cash prizes and random drops available. Monthly prizes up to €350,000.",,September 24th,https://gamdom.com/promotions,2025-10-18T10:35:16.144649,670253681373932932,2025-10-18 08:42:06
1570,gamdom,CH,VIP/Regular Customer Cashback,5-10% loss refund cashback for VIP/regular customers. No turnover requirement. Welcome bonus for new Swiss players. Gamdom no deposit bonus for risk-free play.,5-10% cashback,Cashback,"For VIP/regular customers, loss refund, no turnover requirement. Also includes welcome bonus for new Swiss players and no deposit bonus from Gamdom.",,,https://gamdom.ch/,2025-10-18T10:35:29.604855,-3596430196005418696,2025-10-18 08:42:06
1579,gamdom,CH,Welcome Offer,Welcome to Gamdom! Unlock rewards and start earning more.,,Welcome Bonus,Learn more about the offer details,,2026-01-01 01:59 UTC+3,https://gamdom.com/promotions,2025-10-18T10:35:16.144649,-2302624784000066460,2025-10-18 08:42:06
1581,interwetten,CH,Cashback on the weekend,Play in our live casino on the weekend and get money back for your losses with the cashback campaign. Drops and wins!,,Cashback,Cashback applies to losses in live casino during weekends,,,https://www.interwetten.com/en/landingpages/promotionoverview,2025-10-18T10:34:40.851889,-22656199374332709,2025-10-18 08:42:06
1580,interwetten,CH,Deposit Bonus,Deposit bonus of up to €100! Get your bonus! And it's as simple as this: 1. Activate the bonus. Activate your personal loyalty bonus with your next deposit.,up to €100,Deposit Bonus,Activate the bonus and make a deposit,,,https://www.interwetten.com/en/content/sportsbook/promotions/loyaltysport,2025-10-18T10:34:49.834691,292431097796908342,2025-10-18 08:42:06
1582,interwetten,CH,Deposit Bonus,Deposit bonus of up to €100! €500 casino loyalty bonus! Bag a 50% bonus of up to €500 on top of your deposits every month in the casino.,Up to €100 + Up to €500,Deposit Bonus,50% bonus of up to €500 available monthly on top of deposits,,,https://www.interwetten.com/en/landingpages/promotionoverview,2025-10-18T10:34:40.851889,8314549567379305707,2025-10-18 08:42:06
1584,interwetten,CH,Deposit Bonus,"Deposit and we will credit your account with the same amount up to €100. From here, pick the sports betting odds from our online betting site you want",Up to €100,Deposit Bonus,"Deposit required, bonus amount matches deposit up to €100, must be used for sports betting",,,https://www.interwetten.com/en/sportsbook,2025-10-18T10:34:34.222208,-2278771631912075321,2025-10-18 08:42:06
1583,interwetten,CH,Found 'free spins' on page,Every new customer at Interwetten automatically receives a €10 free bet for Book of the Fallen before their first deposit! Simply register.,€10 free bet,Welcome Bonus,"For new customers, before first deposit, simply register",,,https://www.interwetten.com/en/landingpages/promotionoverview,2025-10-18T10:34:40.851889,817335346924609475,2025-10-18 08:42:06
1596,swiss4win,CH,Found 'free spins' on page,"Free spins for Big Bass Bonanza, 3 Reeler Aztec Gems Megaways, Floating Dragon - Year of the Snake, Aztec Smash, Eternal Empress - Freeze Time, Candy Corner and more",Not specified,Free Spins,Free spins available for multiple slot games,,,https://swiss4win.ch,2025-10-18T10:31:01.921145,1395366748265646239,2025-10-18 08:42:06
1597,swiss4win,CH,Found 'jackpot' on page,"Jackpot Bells Age of the Gods, Age of the Gods: Helios, Age of the Gods: Wheels of Olympus, Age of the Gods: Medusa & Monsters, Age of the Gods",,Jackpot,Promotion featuring various Age of the Gods slot games with jackpot features,,,https://swiss4win.ch,2025-10-18T10:31:01.921145,-4800706401179374127,2025-10-18 08:42:06
1598,swiss4win,CH,Welcome Fortune Wild Lines,"Welcome bonus package featuring free spins on various slots: American Eagle 40, Ferocious Fruits 40, Supreme Fruits 40, Wild Fire 6 50, Extreme Hot 50, Fortune Fruits, A Fistful of Wilds",Multiple free spins packages,Welcome Bonus,Free spins distributed across multiple slot games as part of welcome package,,,https://swiss4win.ch,2025-10-18T10:31:01.921145,-6947203464672332733,2025-10-18 08:42:06
