id,competitor,country,title,description,bonus_amount,bonus_type,conditions,wagering,valid_until,url,scraped_at,hash_id,created_at
1281,Casombie,DE,"Welcome Bonus 200% up to 3,000 €","Welcome bonus of 200% up to 3,000 €. The casino offers a VIP program, live casino, sports betting, and crypto payments.","200% up to 3,000 €",Welcome Bonus,New players only. Must register to claim.,,,https://www.casombie.com,2025-10-15T16:59:42.130763,890422853198454085,2025-10-15 15:07:09
1282,Casombie,DE,"Welcome Bonus 200% up to 3,000 €","Welcome bonus offering 200% up to 3,000 €. The casino features live casino, sports betting, and crypto payments.","200% up to 3,000 €",Welcome Bonus,New players only. Registration required.,,,https://casombie.com,2025-10-15T16:59:29.902050,1764215426062199093,2025-10-15 15:07:09
1287,ExciteWin,DE,Welcome Bonus,Welcome bonus 100% up to €500 + 200 free spins. First deposit bonus 100% up to €100.,Up to €500 + 200 Free Spins,Welcome Bonus,First deposit bonus 100% up to €100 also mentioned.,,,https://www.excitewin.com,2025-10-15T16:57:07.273464,-2609840152504118611,2025-10-15 15:07:09
1288,ExciteWin,DE,Welcome Bonus,First deposit bonus 100% up to €100 and welcome bonus 100% up to €500 + 200 free spins,Up to €500 + 200 FS,Welcome Bonus,"First deposit bonus and welcome bonus available, tournaments, challenges, live chat support",,,https://www.excitewin.com,2025-10-15T16:57:07.273464,6539383521976779425,2025-10-15 15:07:09
1278,N1 Casino,DE,Deposit Bonus Promotion,"25% deposit bonus up to €/$1,000. Monday reload bonus 25% up to €/$1,000 + 30 free spins. Friday route bonus. Bonus code: rally21","25% up to €/$1,000 + 30 FS",Deposit Bonus,Sign up required. Bonus code: rally21. Monday reload and Friday route bonuses available.,,,https://n1casino.com,2025-10-15T17:00:42.394167,-3581929719237813029,2025-10-15 15:07:09
1266,N1 Casino,DE,Deposit Bonus Promotion,"25% deposit bonus up to €/$1,000. Monday reload bonus 25% up to €/$1,000 + 30 free spins. Bonus codes: rally21 for sign up, rally21 for Friday route bonus.","25% up to €/$1,000 + 30 FS",Deposit Bonus,Sign up required. Separate bonuses for Monday reload and Friday route. Bonus code rally21 applies.,,,https://www.n1casino.com,2025-10-15T17:01:27.203997,-7476615914670649414,2025-10-15 15:07:09
1268,N1 Casino,DE,Deposit Bonus Promotion,"25% deposit bonus up to €/$1,000. Monday reload bonus 25% up to €/$1,000 + 30 free spins. Bonus codes: rally21 for sign up and Friday route bonus","25% up to €/$1,000 + 30 FS",Deposit Bonus,"Sign up required, bonus code rally21 for welcome bonus, separate code for Friday route bonus",,Ongoing weekly promotion,https://n1casino.com/welcome-bonus,2025-10-15T17:01:19.943884,5133612768800947094,2025-10-15 15:07:09
1276,N1 Casino,DE,Deposit Bonus Promotion,"25% deposit bonus up to €/$1,000 on sign up. Monday reload bonus 25% up to €/$1,000 + 30 free spins. Friday route bonus available. Bonus code: rally21","25% up to €/$1,000 + 30 FS",Deposit Bonus,Welcome bonus and Monday reload bonus require bonus code: rally21. Friday route bonus also available.,,,https://www.n1casino.com,2025-10-15T17:00:50.055881,2510814765057663842,2025-10-15 15:07:09
1274,N1 Casino,DE,Monday & Friday Deposit Bonus,"Sign up Monday reload 25% up to 1,000 €/$ + 30 free spins. Friday route bonus. Bonus code: rally21","25% up to 1,000 €/$ + 30 FS",Deposit Bonus,Bonus code rally21 required. Appears to be available on Mondays and Fridays.,,,https://n1casino.com,2025-10-15T17:00:55.316917,-5933052789501285792,2025-10-15 15:07:09
1273,N1 Casino,DE,Welcome Bonus,"Welcome bonus, promo codes and freespins for players at online casino n1",,Welcome Bonus,,,,https://n1casino.com/promotions,2025-10-15T17:01:01.154185,-3775132545899022444,2025-10-15 15:07:09
1272,N1 Casino,DE,Welcome Deposit Bonuses,"1st deposit bonus 100% up to 1,000 €/$ + 150 free spins. 2nd deposit bonus 75% up to 1,000 €/$. 3rd deposit bonus 100% up to 1,000 €/$ + 50 free spins.","Up to 1000 €/$ + 150 FS, Up to 1000 €/$, Up to 1000 €/$ + 50 FS",Welcome Bonus,"Multi-deposit welcome package. Bonuses are applied to the 1st, 2nd, and 3rd deposits respectively.",,,https://n1casino.com/promotions,2025-10-15T17:01:01.154185,-7892586527744303600,2025-10-15 15:07:09
1275,N1 Casino,DE,Welcome Package,"welcome package 4,000 €/$ + 200 fs join now top see all gates of n1 1000 pragmaticplay demo new exclusive n1 million bgaming demo exclusive book of th",4000 €/$ + 200 Free Spins,Welcome Bonus,Welcome package including bonus money and free spins. Mentions Pragmatic Play and BGaming games.,,,https://n1casino.com,2025-10-15T17:00:55.316917,8701607233118778294,2025-10-15 15:07:09
1267,N1 Casino,DE,Welcome Package,"welcome package 4,000 €/$ + 200 fs join now top see all new games see all promotions see all 4. deposit bonus 25% up to 1,000 €/$ sign up monday reload","4,000 €/$ + 200 Free Spins",Welcome Bonus,"Includes 4-deposit welcome package. Also mentions a 25% deposit bonus up to 1,000 €/$ and Monday reload bonuses.",,,https://www.n1casino.com,2025-10-15T17:01:27.203997,5257113166468929722,2025-10-15 15:07:09
