id,competitor,country,title,description,bonus_amount,bonus_type,conditions,valid_until,url,scraped_at,hash_id,is_active,created_at
517,EmirBet,QA,Found 'bonus' on page,bonus up to €1000 + 150 free spins games live casino sports betting bonuses games live casino sports betting bonuses sign up login emirbet emit bet ca,,Other,,,https://emirbet.casino,2025-09-30T19:35:50.226044,4093503460512604616,1,2025-09-30 17:37:25
518,EmirBet,QA,Found 'free spins' on page,free spins games live casino sports betting bonuses games live casino sports betting bonuses sign up login emirbet emit bet casino is your trusted cho,,Other,,,https://emirbet.casino,2025-09-30T19:35:50.226044,-2383803449694717064,1,2025-09-30 17:37:25
513,Rooster bet,QA,Found 'bonus' on page,"bonusar och en kundtjänst på svenska, vilket gör det enkelt för nya spelare att komma igång och upptäcka fördelarna med rooster bet casino. få upp til",,Other,,,https://rooster-bet.org,2025-09-30T19:33:54.283821,691531477146901633,1,2025-09-30 17:37:25
514,Rooster bet,QA,Found 'jackpot' on page,jackpottspel och spännande live casino. spel rtp leverantör starburst 96.09% netent book of dead 96.21% play’n go gonzo’s quest 95.97% netent fire jok,,Other,,,https://rooster-bet.org,2025-09-30T19:33:54.283821,2210440898870829588,1,2025-09-30 17:37:25
515,Rooster bet,QA,Found 'free spins' on page,free spins no deposit bonus 50 free spins vid registrering lojalitetsprogram vip club med exklusiva erbjudanden omsättningskrav 35x välkomstbonus för ,,Other,,,https://rooster-bet.org,2025-09-30T19:33:54.283821,3844617080045117096,1,2025-09-30 17:37:25
516,Rooster bet,QA,Found 'deposit' on page,deposit bonus 50 free spins vid registrering lojalitetsprogram vip club med exklusiva erbjudanden omsättningskrav 35x välkomstbonus för nya spelare no,,Other,,,https://rooster-bet.org,2025-09-30T19:33:54.283821,6541400572745423562,1,2025-09-30 17:37:25
511,Casinia,QA,Found 'bonus' on page,bonus promo code no deposit bonus app sign in register 404 oops! we can’t seem to find the page you’re looking for. go to home bonus for first deposit,,Other,,,https://casinia.bet/tournaments,2025-09-30T19:33:22.790424,2734353224931736767,1,2025-09-30 17:37:25
512,Casinia,QA,Found 'deposit' on page,deposit bonus app sign in register 404 oops! we can’t seem to find the page you’re looking for. go to home bonus for first deposit 1000£ + 250 fs regi,,Other,,,https://casinia.bet/tournaments,2025-09-30T19:33:22.790424,-2103147336832732809,1,2025-09-30 17:37:25
509,Casinia,QA,Found 'bonus' on page,bonus promo code no deposit bonus app sign in register 404 oops! we can’t seem to find the page you’re looking for. go to home bonus for first deposit,,Other,,,https://casinia.bet/welcome-bonus,2025-09-30T19:33:16.406872,-8672758530254343120,1,2025-09-30 17:37:25
510,Casinia,QA,Found 'deposit' on page,deposit bonus app sign in register 404 oops! we can’t seem to find the page you’re looking for. go to home bonus for first deposit 1000£ + 250 fs regi,,Other,,,https://casinia.bet/welcome-bonus,2025-09-30T19:33:16.406872,2343861230966448864,1,2025-09-30 17:37:25
