id,competitor,country,title,description,bonus_amount,bonus_type,conditions,valid_until,url,scraped_at,hash_id,created_at
772,888 Casino,SA,Found 'jackpot' on page,"jackpot gold 275.174,63€ nuevos juegos de casino online flaming wild crown don premiote jackpot blaze fire blaze white witch wolf gold 4 pack gonzo's","275,174.63€",Jackpot,"Jackpot promotion featuring various slot games including Flaming Wild, Crown Don, Blaze Fire, White Witch, Wolf Gold, and Gonzo's",Not specified,https://www.888casino.com/offers,2025-10-02T15:50:37.596143,6176443277445155248,2025-10-02 14:01:21
775,888 Casino,SA,Found 'jackpot' on page,"jackpot gold 275.151,73€ nuevos juegos de casino online flaming wild crown don premiote jackpot blaze fire blaze white witch wolf gold 4 pack gonzo's","275,151.73€",Jackpot,"Jackpot promotion for various slot games including Flaming Wild, Crown Don, Blaze Fire, White Witch, Wolf Gold, and Gonzo's",Not specified,https://www.888casino.com,2025-10-02T15:50:06.537202,3277382459713854089,2025-10-02 14:01:21
761,Casinia,SA,Casino Welcome Bonus,"Welcome bonus 100% up to €500 + 200 free spins + 1 bonus crab. Includes tournaments, VIP levels, and bonus crab shop.",100% up to €500 + 200 FS + 1 bonus crab,Welcome Bonus,Includes free spins and bonus crab. Tournament participation and VIP levels available.,Not specified,https://casinia.com,2025-10-02T15:52:44.395485,1489602272301943534,2025-10-02 14:01:21
754,Casinia,SA,Deposit Bonus,Bonus for first deposit 1000£ + 250 free spins,1000£ + 250 FS,Deposit Bonus,First deposit required,Not specified,https://www.casinia.bet/offers,2025-10-02T15:53:08.813574,-3501891483935793190,2025-10-02 14:01:21
762,Casinia,SA,Deposit Bonus & Crypto Welcome Bonuses,"Deposit bonus 100% up to €100. Casino crypto welcome bonus 200% up to 3,000 USDT. Sport crypto welcome bonus 100% up to 200 USDT.","€100, 3,000 USDT, 200 USDT",Deposit Bonus,"Welcome bonus for casino and sports, specific terms not provided",Not specified,https://casinia.com,2025-10-02T15:52:44.395485,-8155450640521253310,2025-10-02 14:01:21
766,Casinia,SA,Found 'free spins' on page,"free spins! enjoy 350 no-wagering free spins on games like eye of horus, fishin’ frenzy, and more. details casinia online website slot games slot game",350,Free Spins,No-wagering free spins on specified games,Not specified,https://www.casinia.bet,2025-10-02T15:52:21.568054,-4332858548371666380,2025-10-02 14:01:21
758,Casinia,SA,Found 'jackpot' on page,jackpot 65100£ register trustworthy payments & exchanges on casinia-casino the payment methods featured on the site are convenient and secure for all,"£65,100",Jackpot,"Trustworthy payments and exchanges, convenient and secure payment methods",Not specified,https://casinia.bet,2025-10-02T15:52:50.743119,-7193350699106526183,2025-10-02 14:01:21
763,Casinia,SA,Found 'jackpot' on page,jackpots sports live betting wheel of fortune new spin rally new challenges tournaments bonus crab shop vip levels english help centre casino live casino,Not specified,Jackpot,"Multiple features mentioned including sports betting, live casino, tournaments, VIP levels, but no specific terms detailed",Not specified,https://casinia.com,2025-10-02T15:52:44.395485,-5345770788736818885,2025-10-02 14:01:21
767,Casinia,SA,Found 'jackpot' on page,jackpot 65100£ register trustworthy payments & exchanges on casinia-casino the payment methods featured on the site are convenient and secure for all,"£65,100",Jackpot,Registration required; secure payment methods available,Not specified,https://www.casinia.bet,2025-10-02T15:52:21.568054,8474396972625758965,2025-10-02 14:01:21
769,Casinia,SA,No Deposit Bonus Promotion,Bonus promo code no deposit bonus for app sign in and registration. Marketing slogan: Luck lives in every bet! Play now spin on - win on!,Not specified,Other,Requires registration and app sign in. No deposit mentioned.,Not specified,https://www.casinia.bet,2025-10-02T15:52:21.568054,-3318543677865008626,2025-10-02 14:01:21
