id,competitor,country,title,description,bonus_amount,bonus_type,conditions,valid_until,url,scraped_at,hash_id,created_at
720,888 Casino,SA,Deposit Bonus,C$88 free deposit bonus at 888casino official site for online gaming in Canada,C$88,Deposit Bonus,Requires deposit and login to claim,Not specified,https://888-casino.org,2025-10-02T15:34:26.281781,4257158607032426513,2025-10-02 13:44:56
722,888 Casino,SA,Found 'bonus' on page,bonus – c$88 free get bonus log in 888casino official ready for a thrill? 888 casino is your gateway to top-tier online gaming in canada.,C$88,Other,Details not fully specified in provided text,Not specified,https://888-casino.org,2025-10-02T15:34:26.281781,1052228915842703869,2025-10-02 13:44:56
721,888 Casino,SA,Found 'free spins' on page,"free spins with zero strings attached (well, almost). this 888 casino no deposit bonus lets you dive straight in, test the waters, and get the reels spinning",Unspecified,Free Spins,No deposit required,Unspecified,https://888-casino.org,2025-10-02T15:34:26.281781,4588817888875010042,2025-10-02 13:44:56
723,888 Casino,SA,Found 'jackpot' on page,"jackpot gold 275.085,44€ nuevos juegos de casino online flaming wild crown don premiote jackpot blaze fire blaze white witch wolf gold 4 pack gonzo's","275,085.44€",Jackpot,No specific conditions mentioned in the provided text,Not specified,https://888casino.com,2025-10-02T15:34:22.085603,-6713562139403664336,2025-10-02 13:44:56
710,Casinia,SA,Deposit Bonus,Bonus for first deposit 1000£ + 250 free spins,1000£ + 250 FS,Deposit Bonus,First deposit required,Not specified,https://www.casinia.bet/offers,2025-10-02T15:36:46.746034,-3708359197651578604,2025-10-02 13:44:56
713,Casinia,SA,Found 'free spins' on page,"free spins or 200%, up to 3,000 usdt (crypto), 100% up to €100 (sports), 100% up to 200 usdt (crypto sports) additional bonuses weekly reloads, cashback","Up to 3,000 USDT + Free Spins",Welcome Bonus,"Multiple bonus options available (free spins, 200% crypto match, 100% sports match). Weekly reloads and cashback also mentioned. Specific wagering requirements not provided.",Not specified,https://www.casinia.casino,2025-10-02T15:36:23.171443,5308125275377508101,2025-10-02 13:44:56
716,Casinia,SA,Found 'free spins' on page,"Free spins! enjoy 350 no-wagering free spins on games like eye of horus, fishin’ frenzy, and more.",350,Free Spins,No-wagering free spins,Not specified,https://www.casinia.bet,2025-10-02T15:36:19.003777,4276758213634423577,2025-10-02 13:44:56
714,Casinia,SA,Found 'jackpot' on page,"jackpots, slots, or sports, this casino offers a rich mix of opportunity and entertainment. welcome bonus 100% up to €500 + 200 fs join now navigation",100% up to €500 + 200 Free Spins,Welcome Bonus,Not specified in the provided text,Not specified,https://www.casinia.casino,2025-10-02T15:36:23.171443,4539388447265402784,2025-10-02 13:44:56
717,Casinia,SA,Found 'jackpot' on page,jackpot 65100£ register trustworthy payments & exchanges on casinia-casino the payment methods featured on the site are convenient and secure for all,"£65,100",Jackpot,"Trustworthy payments and exchanges, convenient and secure payment methods",Not specified,https://www.casinia.bet,2025-10-02T15:36:19.003777,8163256155761017198,2025-10-02 13:44:56
719,Casinia,SA,No Deposit Bonus,Bonus promo code no deposit bonus app sign in register. Luck lives in every bet! Play now spin on - win on!,Not specified,Other,"No deposit required, registration needed",Not specified,https://www.casinia.bet,2025-10-02T15:36:19.003777,-4486786817625340701,2025-10-02 13:44:56
715,Casinia,SA,Welcome Bonus,Welcome bonus 100% up to €500 + 200 free spins. Promotional details found on casino website navigation.,100% up to €500 + 200 FS,Welcome Bonus,Standard wagering requirements apply. Terms and conditions available on casino website.,Not specified,https://www.casinia.casino,2025-10-02T15:36:23.171443,2708446676137753102,2025-10-02 13:44:56
718,Casinia,SA,Welcome Bonus,"Welcome bonus for signing up, you get 200 free spins, 100% up to £500, and 1 bonus crab. Reload bonus disbursed daily from Monday to Thursday",200 free spins + 100% up to £500,Welcome Bonus,Reload bonus disbursed daily from Monday to Thursday,Not specified,https://www.casinia.bet,2025-10-02T15:36:19.003777,-7532679047010762324,2025-10-02 13:44:56
707,EmirBet,SA,Found 'bonus' on page,bonus up to €1000 + 150 free spins games live casino sports betting bonuses games live casino sports betting bonuses sign up login emirbet emit bet ca,Up to €1000 + 150 free spins,Welcome Bonus,Details not specified in the provided text,Not specified,https://www.emirbet.casino,2025-10-02T15:39:01.429240,-8778417927044168247,2025-10-02 13:44:56
731,Rabona,SA,Found 'bonus' on page,"bonus 100% up to €500 + 200 fs + 1 bonus crab - rabona casino review, sign up info, bonuses and more skip to content limited time offer from rabona!",100% up to €500 + 200 Free Spins + 1 Bonus Crab,Welcome Bonus,Limited time offer. Additional details on wagering and eligibility required.,Limited time offer,https://rabona.casino/welcome-bonus,2025-10-02T15:33:47.852870,-1481249218699323125,2025-10-02 13:44:56
747,Rabona,SA,Found 'bonus' on page,limited time offer from rabona! get up to 500% bonus on first deposit. sign up now!,Up to 500%,Welcome Bonus,First deposit,Limited time offer,https://rabona.casino,2025-10-02T15:32:57.398230,-3806259348174165782,2025-10-02 13:44:56
742,Rabona,SA,Found 'bonus' on page,bonus crab niveles vip español centro de ayuda deportes apuestas en vivo casino bono de bienvenida crypto para deportes 100% hasta 200 usdt ¡únete ya!,100% up to 200 USDT,Welcome Bonus,Welcome bonus for crypto sports betting,Not specified,https://rabona.com,2025-10-02T15:33:14.160879,6400252669710638421,2025-10-02 13:44:56
728,Rabona,SA,Found 'free spins' on page,free spins 1. this offer is exclusively open to new customers who have completed the registration process and made their initial real-money deposit on,Not specified,Free Spins,Exclusively for new customers who complete registration and make their first real-money deposit,Not specified,https://rabona.casino/welcome-bonus,2025-10-02T15:33:47.852870,-4541086529672663460,2025-10-02 13:44:56
744,Rabona,SA,Found 'free spins' on page,Free spins. A deposit of at least €20 is required. Players receive 20 free spins daily for ten days. The bonus and winnings from free spins have a 35x wagering requirement.,200 free spins (20 daily for 10 days),Free Spins,Minimum deposit €20. 35x wagering requirement on bonus and winnings.,Not specified,https://rabona.casino,2025-10-02T15:32:57.398230,8435738272775951119,2025-10-02 13:44:56
729,Rabona,SA,Found 'jackpot' on page,"jackpot €15,000 view bonus horse racing reload view bonus crypto welcome offer up to 100 mbtc + 100 fs + 1 bonus crab view bonus non-stop drops & race","€15,000 Jackpot + up to 100 mBTC + 100 Free Spins",Jackpot,"Multiple bonuses including jackpot, horse racing reload, crypto welcome offer, and non-stop drops & races",Not specified,https://rabona.casino/welcome-bonus,2025-10-02T15:33:47.852870,7390378494335238471,2025-10-02 13:44:56
745,Rabona,SA,Found 'jackpot' on page,"jackpots: there are 216 jackpot games, including popular ones like 'mega moolah', offering players chances to win big. special categories: rabona high",Not specified,Jackpot,216 jackpot games available,Not specified,https://rabona.casino,2025-10-02T15:32:57.398230,2027904186403862583,2025-10-02 13:44:56
725,Rabona,SA,Welcome Bonus,Welcome bonus of 100% of first time deposit sign up on Rabona Casino Rabona Sportsbook & Casino. Rabona Casino is a popular online gambling site.,100%,Welcome Bonus,First time deposit required,Not specified,https://rabona.casino/tournaments,2025-10-02T15:33:52.907469,3163481903941306315,2025-10-02 13:44:56
730,Rabona,SA,Welcome Bonus,"welcome bonus 100% up to €500 + 200 fs + 1 bonus crab - rabona casino review, sign up info, bonuses and more",100% up to €500 + 200 Free Spins + 1 Bonus Crab,Welcome Bonus,Limited time offer. Terms and conditions apply.,Limited time offer,https://rabona.casino/welcome-bonus,2025-10-02T15:33:47.852870,8568639164919951373,2025-10-02 13:44:56
