id,competitor,country,title,description,bonus_amount,bonus_type,conditions,wagering,valid_until,url,scraped_at,hash_id,created_at
1085,EmirBet,AE,Deposit Bonus,"€10 free bet on first bets, weekly cashback refund up to 10% on losses, payment methods, emirbet",€10 Free Bet,Deposit Bonus,"Free bet on first bets, weekly cashback up to 10% on losses",,,https://emirbet.net,2025-10-15T14:04:13.228553,3556140112692222908,2025-10-15 12:16:14
915,JustCasino,AE,Deposit Bonus,"Deposit bonus 100% up to $1,111 + 100 free spins no bonus code required because space is full of surprises. Sign up second deposit bonus 100% up to $1,1","100% up to $1,111 + 100 free spins",Deposit Bonus,No bonus code required. Appears to be part of a welcome package with a second deposit bonus available.,,,https://justcasino.com,2025-10-15T12:33:40.496893,7421736899932593818,2025-10-15 10:43:54
1020,JustCasino,AE,Deposit Bonus,"Deposit bonus 100% up to $1,111 + 100 free spins no bonus code required because space is full of surprises. Sign up second deposit bonus 100% up to $1,1","100% up to $1,111 + 100 free spins",Deposit Bonus,No bonus code required. Appears to be a first deposit bonus with mention of second deposit bonus.,,,https://www.justcasino.com/bonuses,2025-10-15T14:06:23.831507,6825796258971000391,2025-10-15 12:16:14
907,JustCasino,AE,Found 'bonus' on page,"bonus 100% up to $1,111 +100 free spins no bonus code required because space is full of surprises sign up second deposit bonus 100% up to $1,111 +50 free spins","100% up to $1,111 + 100 Free Spins / 100% up to $1,111 + 50 Free Spins",Welcome Bonus,No bonus code required. Appears to be a welcome offer covering first and second deposit.,,,https://justcasino.com,2025-10-15T12:33:59.818998,-6779949071243499643,2025-10-15 10:43:54
913,JustCasino,AE,Found 'bonus' on page,"bonus 100% up to $1,111 +100 free spins no bonus code required because space is full of surprises sign up second deposit bonus 100% up to $1,111 +50 free spins","100% up to $1,111 + 100 Free Spins",Welcome Bonus,"No bonus code required. Appears to be a welcome offer consisting of a first deposit bonus (100% up to $1,111 + 100 Free Spins) and a second deposit bonus (100% up to $1,111 + 50 Free Spins).",,,https://www.justcasino.com,2025-10-15T12:33:50.782504,-6628450791327619557,2025-10-15 10:43:54
904,JustCasino,AE,Found 'free spins' on page,free spins nothing but casino join now! huge selection over 12 000 games 24hr support live chat in english no waiting fast withdrawals games see all p,,Free Spins,No specific conditions mentioned beyond free spins offer,,,https://justcasino.com,2025-10-15T12:33:59.818998,4625197115621131923,2025-10-15 10:43:54
905,JustCasino,AE,Found 'jackpot' on page,"jackpots ar-en en-au ca-en nz ar-en ar de at-de ch-de ch-fr no fi $7,777 + 300 free spins nothing but casino join now! huge selection over 12 000 game","$7,777 + 300 free spins",Jackpot,Targeted for multiple regions/languages,,,https://justcasino.com,2025-10-15T12:33:59.818998,-1403652374593594427,2025-10-15 10:43:54
906,JustCasino,AE,Found 'welcome' on page,"welcome offer $7,777 + 300 free spins join now! first deposit bonus 100% up to $1,111 +100 free spins no bonus code required because space is full of","$7,777 + 300 Free Spins and 100% up to $1,111 + 100 Free Spins",Welcome Bonus,No bonus code required. Appears to be a combined welcome offer and first deposit bonus.,,,https://justcasino.com,2025-10-15T12:33:59.818998,6600376177409865344,2025-10-15 10:43:54
1072,JustCasino,AE,Second Deposit Bonus,"100% bonus up to $1,111 + 100 free spins. No bonus code required. Also includes second deposit bonus 100% up to $1,111 + 50 free spins","100% up to $1,111 + 100 free spins",Deposit Bonus,No bonus code required. Applies to first and second deposits.,,,https://justcasino.com,2025-10-15T14:04:53.894658,1174104573259775756,2025-10-15 12:16:14
902,JustCasino,AE,Tournament Promotion,"Join the tournament and enjoy jackpots. Get $7,777 plus 300 free spins at Nothing But Casino. Available for multiple regions including ar-en, en-au, ca-en, nz, ar-en, ar, de, at-de, ch-de, ch-fr, no, fi.","$7,777 + 300 free spins",Tournament,Tournament participation required. Regional availability applies.,,,https://justcasino.com,2025-10-15T12:33:59.818998,80105202155388592,2025-10-15 10:43:54
