id,competitor,country,title,description,bonus_amount,bonus_type,conditions,valid_until,url,scraped_at,hash_id,is_active,created_at
541,888 Casino,OM,Found 'jackpot' on page,"jackpot gold 269.515,48€ time of the titans - the river king 40.480,54€ 3 capybaras holy mackerel – tidal treasures 161.415,19€ nuevos juegos de casin",,Other,,,https://www.888casino.com,2025-09-30T19:40:40.100081,4481443550230307397,1,2025-09-30 17:48:29
542,888 Casino,OM,Found 'jackpot' on page,"jackpot gold 269.515,48€ time of the titans - the river king 40.480,72€ 3 capybaras holy mackerel – tidal treasures 161.415,61€ nuevos juegos de casin",,Other,,,https://www.888casino.com/promotions,2025-09-30T19:41:00.024581,-7093381167044859363,1,2025-09-30 17:48:29
543,888 Casino,OM,Found 'jackpot' on page,"jackpot gold 269.515,48€ time of the titans - the river king 40.481,00€ 3 capybaras holy mackerel – tidal treasures 161.416,26€ nuevos juegos de casin",,Other,,,https://www.888casino.com/bonuses,2025-09-30T19:41:05.027102,7380738274476167431,1,2025-09-30 17:48:29
544,888 Casino,OM,Found 'jackpot' on page,"jackpot gold 269.515,48€ time of the titans - the river king 40.481,00€ 3 capybaras holy mackerel – tidal treasures 161.416,26€ nuevos juegos de casin",,Other,,,https://www.888casino.com/offers,2025-09-30T19:41:10.453095,-8205837143181560648,1,2025-09-30 17:48:29
545,888 Casino,OM,Found 'jackpot' on page,"jackpot gold 269.515,48€ time of the titans - the river king 40.481,28€ 3 capybaras holy mackerel – tidal treasures 161.417,02€ nuevos juegos de casin",,Other,,,https://www.888casino.com/welcome-bonus,2025-09-30T19:41:17.723603,5356463824151030557,1,2025-09-30 17:48:29
546,888 Casino,OM,Found 'jackpot' on page,"jackpot gold 269.515,48€ time of the titans - the river king 40.481,28€ 3 capybaras holy mackerel – tidal treasures 161.417,02€ nuevos juegos de casin",,Other,,,https://www.888casino.com/tournaments,2025-09-30T19:41:25.434235,-6548921689397627372,1,2025-09-30 17:48:29
547,Casinia,OM,Found 'bonus' on page,bonus promo code no deposit bonus app sign in register luck lives in every bet! play now spin on – win on! play now luck lives in every bet! play now ,,Other,,,https://casinia.bet,2025-09-30T19:43:11.738605,-6574236624374467298,1,2025-09-30 17:48:29
552,Casinia,OM,Found 'bonus' on page,bonus betting bonus code games review no deposit bonus log in register app bonus betting bonus code games review no deposit bonus casinia casino casin,,Other,,,https://www.casinia.casino,2025-09-30T19:43:15.859987,-4883569858325969257,1,2025-09-30 17:48:29
551,Casinia,OM,Found 'deposit' on page,deposit bonus app sign in register luck lives in every bet! play now spin on – win on! play now luck lives in every bet! play now spin on – win on! pl,,Other,,,https://casinia.bet,2025-09-30T19:43:11.738605,7173339942111739728,1,2025-09-30 17:48:29
557,Casinia,OM,Found 'deposit' on page,"deposit bonus log in register app bonus betting bonus code games review no deposit bonus casinia casino casinia casino combines high-end visuals, powe",,Other,,,https://www.casinia.casino,2025-09-30T19:43:15.859987,-1611769337066381467,1,2025-09-30 17:48:29
