id,competitor,country,title,description,bonus_amount,bonus_type,conditions,wagering,valid_until,url,scraped_at,hash_id,created_at
1488,Betano,DE,Found 'free spins' on page,"Free spins sind gratis drehungen, die während des spiels ausgelöst werden können. Damit kannst du drehen, ohne erneut einen einsatz tätigen zu müssen.",,Free Spins,Can be triggered during gameplay,,,https://www.betano.de/slots/,2025-10-17T19:44:58.341604,-5219063946706237287,2025-10-17 17:49:34
1489,Bwin,DE,Found 'bonus' on page,bonus | bwin registrieren einloggen jetzt deine 1. einzahlung verdoppeln - bis zu 100€. registrieren registrieren 18+. suchtrisiko. buwei.de. offiziel,Up to €100,Welcome Bonus,First deposit only. Must register and log in. 18+. Gambling risk.,,,https://www.bwin.de/de/engage/lan/sports/dach/generic?wm=5193158&tdpeh=19560_14049767752_130930494691_665955561599_kwd-2846598995_e_c&utm_source=search_google&utm_campaign=14049767752&utm_content=665955561599&utm_medium=e&utm_term=bwin&sb=1&gad_source=1&gad_campaignid=14049767752&gbraid=0AAAAADxF3XuZHpUf_fu-oNGcirsf3dpgA&gclid=CjwKCAjw0sfHBhB6EiwAQtv5qQgvjFW3OR0Y-WToB54P8KFiwr3cA_CbOplYPv_R5gRYFXk1eKb20xoCRO0QAvD_BwE,2025-10-17T19:44:07.438116,8706189866745967068,2025-10-17 17:49:34
1483,Lowen Play,DE,Found 'deposit' on page,deposit bonus und bonus ohne einzahlung sind an verschiedene umsatzfaktoren gebunden. informiere dich vorab zur jeweiligen aktion! für bonus ohne einz,,Deposit Bonus,Bonus without deposit also available. Terms and conditions apply for each promotion.,,,https://www.loewen-play.de/bonus,2025-10-17T19:46:12.994765,-6697904902756637366,2025-10-17 17:49:34
1484,Lowen Play,DE,Found 'free spins' on page,"free spins bei einem bonus ohne einzahlung, cash back oder gratis free spins gilt: die maximale gewinnauszahlung beträgt 100€.",Free Spins,Free Spins,No deposit required. Maximum win payout is €100.,,,https://www.loewen-play.de/bonus,2025-10-17T19:46:12.994765,5164410732814939517,2025-10-17 17:49:34
1449,Lowen Play,DE,Found promotion on page,"Löwen Play offers various bonuses: free spins, no deposit bonus, deposit bonus",,Other,"Various bonuses including free spins, no deposit bonus, and deposit bonus",,,https://www.loewen-play.de/bonus,2025-10-17T12:03:38.675914,-2849866756604847443,2025-10-17 10:08:28
1491,NV Casino,DE,Found 'bonus' on page,bonus 2 000 € + 225fs turniere aktionen sport vip-club bestenliste glücksrad glücksrad de de einloggen registrieren jetzt registrieren und bis zu 2.00,€2000 + 225 Free Spins,Welcome Bonus,"New player registration required. Includes tournaments, sports promotions, VIP club, leaderboard, and a wheel of fortune.",,,https://nv.casino/de,2025-10-17T19:37:38.855088,-2046890024173854460,2025-10-17 17:49:34
1495,NV Casino,DE,Found 'bonus' on page,bonus 2 000 € + 225fs turniere aktionen sport vip-club bestenliste glücksrad glücksrad de de einloggen registrieren jetzt registrieren und bis zu 2.00,€2000 + 225 Free Spins,Welcome Bonus,"New players must register. Promotion includes tournaments, sports betting, VIP club, leaderboard, and a bonus wheel.",,,https://nv.casino/de,2025-10-17T11:55:37.171330,-6090434452014429401,2025-10-17 17:49:34
1490,NV Casino,DE,VIP Club,"Register now and get up to €2,000 + 225 free spins. Registration only takes a moment.","€2,000 + 225 Free Spins",Welcome Bonus,New player registration required,,,https://nv.casino/de,2025-10-17T19:37:38.855088,9069960182189572270,2025-10-17 17:49:34
1487,Wunderino,DE,Found bonus on page,"bonus + 100 cash-spins cash-spins: wert 10€. ohne umsatzbedingungen jetzt registrieren bonusbedingungen suche hier: book of dead, synot toplisten auto",100 cash spins worth €10,Free Spins,"No wagering conditions mentioned, registration required, games include Book of Dead, Synot",,,https://wunderino.de,2025-10-17T19:45:09.691129,7842965544965197193,2025-10-17 17:49:34
1454,Wunderino,DE,Found 'jackpot' on page,"jackpot schon bald dir! erfahrung über 1000 beliebte & lokale spiele jede woche neue kampagnen verfügbar auf smartphone, tablet, mac und pc sicherheit",,Jackpot,"Experience over 1000 popular & local games, new campaigns available every week, available on smartphone, tablet, mac and PC, security",,,https://wunderino.de,2025-10-17T11:18:53.008078,-7025153265224619876,2025-10-17 10:08:28
