id,competitor,country,title,description,bonus_amount,bonus_type,conditions,valid_until,url,scraped_at,hash_id,created_at
651,888 Casino,SA,Found 'jackpot' on page,"jackpot gold 274.841,05€ nuevos juegos de casino online flaming wild crown don premiote jackpot blaze fire blaze white witch wolf gold 4 pack gonzo's","274.841,05€",Jackpot,No especificadas,No especificada,https://888casino.com,2025-10-02T14:41:19.720439,-3592890982576731181,2025-10-02 12:55:20
642,Casinia,SA,Found 'free spins' on page,"free spins or 200%, up to 3,000 usdt (crypto), 100% up to €100 (sports), 100% up to 200 usdt (crypto sports) additional bonuses weekly reloads, cashba","Up to 3,000 USDT + 100% up to €100 + 100% up to 200 USDT",Welcome Bonus,"Multiple bonus options including free spins, deposit match for casino and sports, weekly reloads, cashback. Specific terms not fully detailed.",Not specified,https://casinia.casino,2025-10-02T14:43:59.430880,7997866227575330301,2025-10-02 12:55:20
643,Casinia,SA,Found 'jackpot' on page,"jackpots, slots, or sports, this casino offers a rich mix of opportunity and entertainment. welcome bonus 100% up to €500 + 200 fs join now navigation",100% up to €500 + 200 Free Spins,Welcome Bonus,Not specified in the provided text,Not specified,https://casinia.casino,2025-10-02T14:43:59.430880,-5516132594520917487,2025-10-02 12:55:20
641,Casinia,SA,tournament,tournaments and challenges ongoing promotions,,Tournament,,,https://casinia.casino,2025-10-02T14:43:59.430880,-7453779554646581841,2025-10-02 12:55:20
637,EmirBet,SA,Found 'free spins' on page,free spins games live casino sports betting bonuses games live casino sports betting bonuses sign up login emirbet emit bet casino is your trusted cho,Not specified,Free Spins,Not specified,Not specified,https://emirbet.casino,2025-10-02T14:49:36.357781,6813388143430184245,2025-10-02 12:55:20
653,Rabona,SA,Found 'bonus' on page,"bonus crab niveles vip español centro de ayuda torneos activo finalizado deportes los maestros bolsa de premios: 1500 € apuesta mín.: 10,00 € termina",1500 €,Tournament,"apuesta mín.: 10,00 €",,https://rabona.com/tournaments,2025-10-02T14:41:00.091031,-1382114741094175899,2025-10-02 12:55:20
658,Rabona,SA,Found 'bonus' on page,bonus crab niveles vip español centro de ayuda promociones todo deportes casino crypto especiales deportes camiseta /bufanda del napoli ¡regalos napol,Unknown,Other,"VIP levels, sports, crypto, gifts mentioned",Unknown,https://rabona.com/promotions,2025-10-02T14:40:15.513535,-4704940449765665376,2025-10-02 12:55:20
660,Rabona,SA,Found 'bonus' on page,bonus crab niveles vip español centro de ayuda deportes apuestas en vivo casino bono de bienvenida crypto para deportes 100% hasta 200 usdt ¡únete ya!,100% hasta 200 USDT,Welcome Bonus,Crypto para deportes,No especificado,https://rabona.com,2025-10-02T14:39:53.172492,-1654317494885712542,2025-10-02 12:55:20
669,Rabona,SA,Found 'bonus' on page,bonuses and much more skip to content limited time offer from rabona! get up to 500% bonus on first deposit. sign up now! english français italiano en,up to 500%,Welcome Bonus,First deposit,Limited time offer,https://rabona.casino,2025-10-02T13:00:01.771679,2568219313531727278,2025-10-02 12:55:20
665,Rabona,SA,Found 'deposit' on page,deposit. sign up now! english français italiano enjoy signup welcome bonus of 100% of first time deposit sign up on rabona casino rabona sportsbook &,100%,Welcome Bonus,First time deposit,Not specified,https://rabona.casino,2025-10-02T13:00:01.771679,6656367624098607850,2025-10-02 12:55:20
666,Rabona,SA,Found 'free spins' on page,free spins. a deposit of at least €20 is required. players receive 20 free spins daily for ten days. the bonus and winnings from free spins have a 35x,200 free spins (20 daily for 10 days),Free Spins,Minimum deposit €20. Wagering requirement 35x on bonus and winnings.,Not specified,https://rabona.casino,2025-10-02T13:00:01.771679,-4424531012605499470,2025-10-02 12:55:20
667,Rabona,SA,Found 'jackpot' on page,"jackpots: there are 216 jackpot games, including popular ones like 'mega moolah', offering players chances to win big. special categories: rabona high",N/A,Jackpot,216 jackpot games available,N/A,https://rabona.casino,2025-10-02T13:00:01.771679,-8788992609481031285,2025-10-02 12:55:20
664,Rabona,SA,tournament,"tournaments from popular games such as call of duty, counter strike, and dota 2. odds and features: while rabona’s odds match those of leading provide",Not specified,Tournament,Not specified,Not specified,https://rabona.casino,2025-10-02T13:00:01.771679,-5910665680609589639,2025-10-02 12:55:20
640,Rooster bet,SA,Found 'bonus' on page,bonus 100% up to $1000 games sport cybersport promo tournaments lotteries login sign up login sign up games sport cybersport promo tournaments lotteri,100% up to $1000,Welcome Bonus,games sport cybersport promo tournaments lotteries,No especificado,https://roosterbet.bet,2025-10-02T14:47:43.752201,8991472820967635579,2025-10-02 12:55:20
639,Rooster bet,SA,tournament,tournaments lotteries login sign up login sign up games sport cybersport promo tournaments lotteries roosterbet rooster bet operates under a reputable,,Tournament,,,https://roosterbet.bet,2025-10-02T14:47:43.752201,9166814657134340136,2025-10-02 12:55:20
