id,competitor,country,title,description,bonus_amount,bonus_type,conditions,wagering,valid_until,url,scraped_at,hash_id,created_at
1554,Admiral,AT,Newcomer Bonus,"Register at admiral.at, make a secure deposit and get your bonus",,Welcome Bonus,Registration and deposit required,,,https://www.admiral.at/en/help-and-contact/bonus-and-rewards/200-euro-newcomer-bonus,2025-10-18T10:00:26.674572,6792530420300348534,2025-10-18 08:18:06
1555,Admiral,AT,Newcomer Bonus,Get up to EUR 200 with the 100% newcomer bonus! Welcome to Admiral Sportwetten.,Up to EUR 200,Welcome Bonus,100% match bonus for newcomers,,,https://www.admiral.at/en/help-and-contact/bonus-and-rewards/200-euro-newcomer-bonus,2025-10-18T10:00:26.674572,1519413424409862204,2025-10-18 08:18:06
1559,Admiral,AT,Newcomer Bonus,"Register on admiral.at, make a secure deposit, and get the bonus",,Welcome Bonus,1. Register on admiral.at 2. Make a secure deposit 3. Get the bonus,,,https://www.admiral.at/de/promos,2025-10-18T10:00:13.989459,5273425853061434750,2025-10-18 08:18:06
1535,Cashpoint,AT,Welcome Bonus,Receive a €100 free bet for sports betting at Cashpoint Austria,€100,Welcome Bonus,Free bet for sports betting,,,https://cashpoint.co.at/en/,2025-10-18T00:02:35.024546,-7576431182051316560,2025-10-17 22:10:25
1534,Cashpoint,AT,Welcome Offer for New Players,New bettors receive a bonus as a welcome gift. Support available via telephone: +43 810 000217 and live chat at pointsupport.com.,€100,Welcome Bonus,Welcome offer for new players only,,,https://cashpoint.co.at/en/,2025-10-18T00:02:35.024546,-6051034291899642843,2025-10-17 22:10:25
1553,Interwetten,AT,Bonus,Secure up to €200 bonus. Betting is our sport. Register now!,up to €200,Other,Registration required,,,https://www.interwetten.com/de/neukundenbonus?utm_source=deeplink&gclsrc=aw.ds&gclid=CjwKCAjw0sfHBhB6EiwAQtv5qX4bMimbyb9QjqRFW-tHdWdw0UpwaoNV2GV0D364uAZgoY1PyPgWZRoC9uQQAvD_BwE,2025-10-18T10:07:25.333936,6353384879648814730,2025-10-18 08:18:06
1533,Lottoland,AT,Found 'jackpot' on page,Jackpot 10 million €. Only 13.20 € for 6 quick picks. Add quick pick to cart. Only 26.40 € for 12 quick picks. Add quick pick to cart.,"€10,000,000",Jackpot,"Purchase required for quick pick entries (€13.20 for 6 picks, €26.40 for 12 picks)",,,https://lottoland.at,2025-10-18T00:04:26.287433,-6652850895311025858,2025-10-17 22:10:25
1536,Mr Green,AT,Cashback,Cashback is calculated based on the total poker rake accumulated each week. Minimum weekly rake requirement: $200. Rakeback credited within 72 hours of week's end.,,Cashback,Minimum weekly rake requirement: $200. Credited within 72 hours of week's end.,,,https://www.mrgreen.com/promotions/,2025-10-18T00:00:26.295574,859978492638246939,2025-10-17 22:10:25
1537,Mr Green,AT,Deposit & Bet €10 and get two €10 live free bets,Deposit & bet €10 and get two €10 live free bets. New players only. Minimum deposit and bet: €/USD 10 / 20 CAD. Promo code required,Two €10 free bets,Deposit Bonus,New players only. Minimum deposit and bet: €10 / $10 USD / $20 CAD. Promo code required,,,https://www.mrgreen.com/promotions/,2025-10-18T00:00:26.295574,4267772423988380458,2025-10-17 22:10:25
1538,Mr Green,AT,Found 'free spins' on page,free spins & cash log in notifications my rewards promotions home slots live casino new games casino games jackpots mr green exclusive blog 01:00 back,,Free Spins,Login required; appears in notifications; part of 'my rewards' promotions,,,https://www.mrgreen.com/promotions/,2025-10-18T00:00:26.295574,-4353874900905663879,2025-10-17 22:10:25
1539,Mr Green,AT,Found 'jackpot' on page,Exclusive jackpots for Mr Green players. New players can score twice with poker promotions for new players.,,Jackpot,Exclusive jackpots available. New players eligible for poker promotions where they can score twice.,,,https://www.mrgreen.com/promotions/,2025-10-18T00:00:26.295574,8247456687825381626,2025-10-17 22:10:25
1540,Mr Green,AT,Welcome Bonus,100% deposit match bonus up to €500 + 200 free spins. T&Cs apply. 18+. New players only. Min deposit: €10.,Up to €500 + 200 Free Spins,Welcome Bonus,18+. New players only. Min deposit: €10. 'Double my money'.,,,https://www.mrgreen.com/promotions/,2025-10-18T00:00:26.295574,-117550074009457989,2025-10-17 22:10:25
1560,Win2day,AT,Crazy Prater Tag,"Every Wednesday you have the chance to win €1,000 at the Crazy Prater Tag event.","€1,000",Other,Promotion available every Wednesday.,,,https://www.win2day.at/promotions-gewinnspiele/casino-promotions,2025-10-18T09:59:50.017283,4896954621262435697,2025-10-18 08:18:06
1563,Win2day,AT,Login and Win Today's Reward,Log in by 23:59 to find out if you are today's winner. Discover today's reward.,,Other,Must log in to the casino platform by 23:59 to check if you are the daily winner.,,Today 23:59,https://www.win2day.at,2025-10-18T09:59:03.290435,-6876387654922634117,2025-10-18 08:18:06
